customer_id,name,total_balance,total_interest,account_count
314,Ira Narayanan,569482.0,5694.82,2
322,Maanav Bala,956983.0,24228.1,2
324,Lakshmi Iyengar,849976.0,33999.04,2
330,Yochana Gera,817347.0,19611.36,3
333,Urmi Dyal,533968.0,11888.650000000001,2
334,Sanya Chaudhari,850051.0,20855.86,2
343,Damyanti Sane,834844.0,31225.210000000003,3
345,Inaya Bahl,666694.0,10535.29,4
350,Lucky Kumer,713056.0,26210.559999999998,3
352,Vedhika Varughese,871356.0,23821.230000000003,3
358,Ganga Rau,889075.0,8890.75,2
363,Azaan Gara,525254.0,17778.410000000003,3
376,Ubika Swamy,661760.0,26470.4,4
377,Harini Khanna,1110886.0,34107.37,3
381,Chaitanya Prabhu,859324.0,20080.06,2
391,Meera Puri,533932.0,15457.45,3
395,Yuvraj Nath,600099.0,24003.96,2
396,Abeer Viswanathan,686279.0,21403.64,2
401,Pranav Seshadri,1318731.0,35008.439999999995,4
403,Samesh Magar,937677.0,19176.57,3
410,Damini Mukhopadhyay,1259309.0,29959.97,4
411,Pranit Gala,1064471.0,11425.4,4
413,Ikbal Bajwa,1145815.0,11458.150000000001,4
422,Shravya Memon,851331.0,23693.100000000002,4
425,Aarnav Bhagat,659962.0,14998.210000000001,2
426,Darpan Gandhi,566940.0,13704.060000000001,2
429,Mugdha Ghosh,1393675.0,27651.4,4
435,Megha Rajagopalan,736984.0,9743.5,3
436,Krish Gupta,713324.0,7133.24,2
438,Ekiya Grover,1069896.0,20314.95,5
439,Balveer Trivedi,965171.0,38606.840000000004,4
442,Nihal Sengupta,1096212.0,31473.39,4
446,Nathan Singhal,555423.0,5554.23,3
458,Laban Sankar,698702.0,6987.02,2
462,Zilmil Dyal,1218366.0,35970.630000000005,3
465,Omisha Radhakrishnan,690706.0,17780.260000000002,2
468,Nirja Nanda,633617.0,19381.399999999998,2
469,Aarnav Koshy,1325131.0,33450.85,4
473,Vihaan Parmar,549853.0,21994.12,2
475,Bhavika Ray,1006700.0,30858.53,3
476,Arjun Dyal,999973.0,16096.24,4
478,Aarna Verma,956245.0,32734.629999999997,3
488,Jason Tripathi,856522.0,21442.09,3
489,Amaira Aggarwal,641153.0,18774.170000000002,2
491,Baghyawati Sridhar,576193.0,13371.460000000001,2
492,Vincent Mander,604339.0,14735.56,2
495,Thomas Cheema,591426.0,23657.04,2
496,Tanish Dhillon,973676.0,16376.75,3
504,Aarna Bahl,657681.0,14615.01,2
506,Ekanta Bobal,514802.0,20592.08,2
507,George Malhotra,513431.0,20537.239999999998,2
508,Bakhshi Sankar,646853.0,14088.23,2
509,Laksh Ram,797406.0,18525.87,2
510,Indira Rana,1035233.0,24275.45,3
513,Tripti Roy,776363.0,31054.52,3
515,Pushti Rajagopalan,540245.0,5402.450000000001,2
517,Falan Dixit,500436.0,19663.83,3
518,Harinakshi Mane,950393.0,22034.33,3
524,Devansh Chandran,543075.0,5430.75,2
527,Timothy Lalla,639082.0,19096.660000000003,3
529,Bishakha Mani,689688.0,21666.300000000003,3
530,Oeshi Divan,852204.0,23173.710000000003,2
535,Zaitra Nagar,592998.0,9879.93,4
537,Isaiah Yohannan,666836.0,26673.440000000002,2
540,Yashvi Mani,711037.0,15290.89,2
544,Farhan Venkatesh,801249.0,8012.490000000001,2
552,Laksh Kakar,541263.0,11469.45,2
553,Simon Vohra,731263.0,14360.56,2
554,Karan Yogi,1033983.0,23323.35,3
563,Eesha Chana,1003528.0,13866.52,3
564,Triveni Chand,595086.0,5950.860000000001,2
569,Manthan Sarkar,572065.0,22882.6,2
575,Tarak Chokshi,906486.0,21597.660000000003,2
577,Champak Sarraf,672855.0,26914.2,2
580,Balvan Comar,868229.0,8682.29,3
583,Karan Pandey,525258.0,19625.789999999997,2
598,Chakradhar Shere,684485.0,6844.85,2
600,Abha Narayanan,770512.0,9327.37,3
601,Jatin Hora,703741.0,28149.64,2
607,Netra Ramesh,1285860.0,36927.03,4
612,Pallavi Sengupta,618769.0,24750.760000000002,2
614,Reyansh Chowdhury,607819.0,13001.77,2
616,Falguni Sarma,943185.0,30824.13,3
620,Chasmum Prabhu,526400.0,6706.58,2
624,Suhani Sampath,710743.0,7107.43,2
625,Isaac Banik,562274.0,18984.530000000002,2
627,Alka Roy,1013280.0,27277.56,4
632,Anay Sekhon,1142621.0,22430.390000000003,4
634,Sanya Srinivasan,700135.0,7001.35,2
635,Jasmit Morar,940988.0,17130.35,4
636,Kamala Parmar,609737.0,6097.370000000001,2
638,Ronith Swamy,508717.0,9496.84,2
641,Janya Kata,864260.0,8642.6,2
642,Pushti Virk,876382.0,35055.28,2
645,Bachittar Rout,981972.0,13390.05,4
651,Veer Boase,629317.0,25172.68,2
656,Lucky Nath,1236468.0,33546.18,4
659,Nitara Rege,982943.0,34760.420000000006,3
661,Lekha Ramesh,982596.0,31435.14,3
663,Advika Dutt,539216.0,15087.59,2
664,Wahab Mangal,895417.0,21677.65,2
668,Theodore Patla,1164984.0,27381.09,4
677,Yashasvi Chadha,644197.0,20324.29,2
678,Nidhi Majumdar,979408.0,21416.559999999998,3
681,Vanya Nagy,689256.0,6892.56,2
683,Yashica Swaminathan,739062.0,15987.960000000001,2
689,Samuel Lalla,595188.0,19485.690000000002,2
690,Chaaya Kota,910088.0,36403.520000000004,2
696,Praneel Srinivas,910192.0,9101.92,2
700,Jagdish Mahajan,1844692.0,50277.43,7
704,Rohan Radhakrishnan,595552.0,17079.85,2
706,Bahadurjit Sharaf,706925.0,28277.0,2
708,Leena Sant,797000.0,31880.0,2
711,Prisha Walla,1017330.0,39775.56,3
712,Manthan Deshmukh,891302.0,21661.64,3
714,Meghana Nagi,691609.0,21155.35,2
717,Anthony Barman,1017418.0,26249.2,4
721,Janaki Chakraborty,813229.0,12309.970000000001,3
737,Lakshit Datta,522196.0,15951.34,3
738,William Sarkar,898755.0,35950.2,3
739,Yash Puri,656193.0,11733.240000000002,3
740,Qadim Kaul,1279819.0,41257.39,3
743,Anirudh Date,585760.0,23430.4,2
745,Jalsa Kakar,1296162.0,12961.619999999999,3
747,Nikita Subramanian,656963.0,13028.150000000001,2
752,Saumya Rastogi,501332.0,8760.89,2
754,Warhi Dora,619570.0,11320.36,2
755,William De,671778.0,7274.1900000000005,3
762,Wriddhish Balasubramanian,1068664.0,35617.18,4
765,Christopher Sha,958185.0,38327.4,2
777,Rajata Varma,1137824.0,35698.4,3
782,Ekiya Ramaswamy,717621.0,10995.060000000001,3
790,Radhika Kulkarni,670781.0,11856.89,2
792,Varsha Bahl,751684.0,30067.36,2
794,Zarna Karnik,820190.0,32807.600000000006,2
795,Charan Dar,540819.0,16172.220000000001,4
806,Dhruv Ganesan,1040517.0,18362.55,3
809,Veda Kurian,656446.0,16347.220000000001,2
811,Aadi Cherian,581815.0,5818.150000000001,2
814,Anay Dhawan,838987.0,33559.48,2
815,Riya Ram,826761.0,8267.61,4
816,Bina Kalita,734665.0,16124.71,3
817,Samarth Edwin,754542.0,7545.42,3
818,Caleb Reddy,1431258.0,30204.12,6
819,Banjeet Shetty,507284.0,20291.36,2
825,Sneha Lata,735494.0,7354.9400000000005,3
826,Maanav Parmer,800196.0,19063.620000000003,2
827,Gautami Mishra,583081.0,23323.239999999998,2
828,Rushil Rajagopalan,759173.0,18910.43,2
830,Ishwar Kothari,673668.0,26946.72,4
834,Megha Rai,524933.0,7688.780000000001,2
835,Ekiya Choudhury,1162462.0,40132.69,4
839,Wriddhish Doctor,937467.0,33485.67,3
840,Udarsh Cherian,1136893.0,18881.620000000003,4
843,Theodore Parmer,578576.0,19490.719999999998,2
848,Thomas Yohannan,864882.0,22571.190000000002,3
859,Wakeeta Sem,717395.0,14032.970000000001,2
862,Amrita Tata,639009.0,25560.36,2
866,Nitesh Goyal,1059464.0,21342.74,4
870,Hardik Soni,763687.0,18178.21,2
872,Chaitaly Sastry,670473.0,6704.73,3
878,Wridesh Garg,958285.0,9582.85,3
883,Sai Mandal,582806.0,15566.09,2
885,Bahadurjit Narasimhan,1164362.0,22905.410000000003,4
887,Gabriel Kata,643662.0,6436.620000000001,2
895,Anusha Natarajan,517052.0,6114.380000000001,2
896,Nirja Bhavsar,689202.0,15807.689999999999,2
899,Onkar Rajagopal,628824.0,6288.24,3
904,Anika Andra,546396.0,16182.03,2
905,Yamini Sampath,568020.0,14386.05,3
908,Isha Barman,771367.0,7713.67,2
910,Yashica Bassi,909577.0,16299.91,3
912,Avni Mangal,775893.0,17576.61,2
913,Eesha Solanki,877352.0,14385.68,4
916,Naksh Chad,600124.0,20586.16,2
917,Ekiya Sarma,1131276.0,24767.190000000002,3
923,Charles Parsa,721610.0,15952.19,2
931,Vyanjana Kuruvilla,696351.0,16345.44,2
932,Darika Sahota,668830.0,15494.2,3
935,Bishakha Kapur,1056648.0,34063.14,3
937,Rishi Nagar,782246.0,7822.46,2
945,Lucky Karnik,552984.0,11233.86,2
947,Dhriti Samra,834552.0,21230.010000000002,3
955,Varenya Deshpande,1152657.0,46106.28,4
956,Radha Chaudry,517857.0,5178.57,3
963,Nilima Chauhan,552069.0,21358.08,3
965,Chandran Deshpande,531876.0,13931.55,2
966,Max Manda,942021.0,37680.840000000004,3
971,Warda Patla,1520929.0,56657.32,5
975,Leela Agarwal,759509.0,30380.36,2
976,Girindra Batra,856613.0,8566.130000000001,2
979,Dalbir Kala,576620.0,8297.69,2
984,Amrita Bandi,1211529.0,34455.270000000004,3
991,Pahal Prakash,736626.0,24265.86,3
993,Darpan Narasimhan,745371.0,19710.870000000003,3
995,Vedika Rai,1307198.0,39493.490000000005,4
998,Alexander Bahri,1299992.0,21529.04,6
1007,Amruta Das,1332724.0,42638.560000000005,5
1008,Chatura Devi,719757.0,28790.28,2
1019,Kiaan Varughese,959666.0,22560.440000000002,3
1022,Vasana Sangha,1398753.0,44749.74,6
1025,Yashasvi Rattan,622214.0,13040.99,3
1039,Gabriel Sani,990153.0,39606.12,3
1040,Vansha Tank,1089074.0,10890.740000000002,4
1042,Idika Dutta,580487.0,23219.480000000003,2
1043,Xalak Korpal,774662.0,16491.8,3
1044,Mugdha Sura,1084169.0,25295.87,4
1046,Ekiya Bains,652034.0,26081.36,2
1051,Divya Chaudry,791913.0,11365.83,3
1052,Sai Kala,779789.0,19180.4,3
1053,Aryan Rout,930987.0,9309.87,3
1056,Hemal Pant,684954.0,18821.4,2
1058,Vrinda Wali,571440.0,22857.6,2
1059,Chaman Chakraborty,720709.0,12236.68,4
1061,Ranveer Ravel,941566.0,14826.55,3
1063,Ekiya Sampath,924175.0,20324.11,3
1064,Lakshmi Kanda,595483.0,5954.83,3
1065,Ekani Ramanathan,682519.0,22451.47,3
1067,Wishi Hegde,1276785.0,37171.47,3
1076,Ishita Natt,2396750.0,56016.770000000004,6
1079,Tanay Samra,543682.0,21747.28,2
1086,Yashawini Chana,804461.0,21254.63,3
1088,Saumya Vyas,537649.0,16163.68,3
1089,Jagdish Hegde,600632.0,6006.32,2
1098,Chatresh Jaggi,998970.0,9989.7,3
1101,Nirja Agarwal,1416920.0,36854.99,6
1102,Vasatika Ramaswamy,712927.0,28517.08,2
1105,Warjas Sem,807866.0,19921.22,4
1107,Nitara Sampath,666925.0,20009.71,3
1109,Aishani Pathak,880192.0,8801.92,3
1113,Urvashi Desai,713763.0,7137.63,2
1117,Alka Jaggi,653542.0,6535.42,2
1121,Janani Nagarajan,967784.0,15516.92,4
1122,Bhavika Das,728513.0,24573.86,3
1129,Darsh Prabhakar,1065123.0,22031.79,4
1130,Gayathri Sidhu,514941.0,10460.46,4
1132,Akshay Bhargava,583335.0,14856.6,2
1137,Irya Datta,775592.0,19178.45,2
1138,Widisha Kumer,758897.0,15506.21,2
1141,Ayush Saxena,882195.0,19408.53,3
1143,Eesha Ganesh,1593445.0,39790.270000000004,6
1147,Garima Dugar,694678.0,20046.489999999998,2
1152,Yashodhara Sampath,532498.0,17840.44,2
1153,Ekanta Walia,719691.0,7196.91,3
1155,Upadhriti Subramaniam,696221.0,6962.21,2
1157,Dhruv Sathe,705632.0,28225.28,3
1158,Chatresh Kara,930299.0,23690.57,2
1159,Avi Saha,682145.0,6821.450000000001,2
1160,Rishi Subramanian,1282101.0,18336.48,5
1163,Ekanta Bhasin,1132737.0,27438.48,4
1166,Nakul Srinivas,551498.0,5514.98,3
1174,Nachiket Singhal,1093029.0,43721.16,3
1175,Samuel Uppal,799421.0,18279.74,4
1177,Arya Babu,708060.0,15934.529999999999,3
1181,Tanish Puri,676340.0,8758.58,3
1187,Amol Dewan,959977.0,29240.920000000002,3
1188,Maya Balay,506931.0,12387.57,2
1190,Alexander Pandya,713359.0,28534.36,4
1196,Janaki Kumar,970117.0,9701.17,2
1197,Avni Bains,680809.0,20890.510000000002,2
1198,Odika Mall,540841.0,21633.64,2
1202,Dev Dhawan,1112394.0,38003.850000000006,4
1204,Qabil Sanghvi,504990.0,8517.45,2
1206,Sneha Nanda,835114.0,33404.56,3
1214,Rachita Ratti,992694.0,36049.53,4
1215,Hiral Oza,1097832.0,23152.050000000003,3
1218,Sudiksha Om,1178492.0,32724.83,5
1220,Wahab Sankar,677797.0,24596.23,3
1223,Oni Bobal,777462.0,20161.35,4
1224,Hemani Setty,1910154.0,63043.83,5
1227,Ucchal Acharya,634124.0,24733.37,3
1228,Zinal Narasimhan,968315.0,30825.379999999997,4
1232,Ishani Jani,532003.0,21280.120000000003,2
1236,Shravya Nath,547073.0,11644.82,3
1238,Rayaan Sharma,806856.0,8068.56,2
1240,Warhi Goel,524148.0,5241.48,2
1244,Yashica Das,1151855.0,37954.37,3
1256,Nakul Lall,912854.0,20660.78,3
1257,Jagvi Gola,902445.0,36097.8,4
1260,Gaurangi Jani,1062497.0,25363.94,3
1262,Aahana Suri,635542.0,17928.85,3
1263,Lipika Chokshi,1262429.0,46823.12,6
1264,Hredhaan Merchant,703884.0,14913.990000000002,3
1273,Hamsini Bhatt,1038752.0,19826.120000000003,3
1276,Vaishnavi Lalla,817754.0,17745.8,2
1278,Chaman Som,976598.0,16344.71,4
1279,Ethan Cheema,817280.0,32691.2,3
1284,Nirja Kurian,728215.0,19522.6,4
1285,Ijaya Garde,700867.0,28034.68,3
1286,Hemani Ramaswamy,699307.0,8425.33,3
1287,Hemani Sundaram,793466.0,31738.64,2
1288,Ishwar Sarin,688559.0,11894.48,3
1297,Arunima Sastry,726204.0,17877.420000000002,3
1298,Bachittar Keer,857713.0,21565.36,2
1299,Raagini Chaudhary,1443949.0,41437.72,6
1300,Dayamai Dewan,852780.0,8527.8,2
1301,Gaurangi Taneja,1003588.0,12619.3,5
1304,Geetika Shanker,529520.0,16170.29,2
1306,Wahab Varghese,799717.0,7997.17,3
1309,Kai Rama,652964.0,21311.63,3
1311,Yutika Patel,579910.0,5799.1,2
1312,Matthew Loke,1063973.0,28463.0,3
1314,Lakshit Mahal,913046.0,36521.84,2
1315,Nicholas Majumdar,531418.0,5314.18,2
1318,Mitali Bhatia,542187.0,10948.2,2
1319,Lopa Dalal,657396.0,26295.84,3
1326,Dalaja Pai,544468.0,21778.72,2
1339,Vasana Som,626682.0,6266.82,2
1340,Aadi Dhaliwal,722158.0,17883.309999999998,2
1344,Amaira Lal,801525.0,21494.25,2
1352,Nikita Bahl,862286.0,23043.89,2
1355,Harish Batra,843030.0,33721.2,2
1356,Upadhriti Bhardwaj,811621.0,21835.45,3
1362,Utkarsh Gill,610712.0,6107.12,2
1372,Veer Ganesh,1338138.0,13381.380000000001,3
1374,Wazir Sabharwal,1425340.0,18885.52,4
1380,Farhan Chada,1450650.0,43329.51,4
1385,Abdul Raghavan,817658.0,29766.739999999998,3
1392,Irya Hayre,530674.0,5306.74,2
1393,Shaurya Chahal,908840.0,10358.57,3
1397,Wakeeta Nadig,683446.0,15620.08,2
1406,Henry Bhagat,977715.0,24000.48,3
1407,Chaman Bhatnagar,807698.0,32307.920000000002,3
1409,Lakshit Dhillon,724737.0,28989.48,2
1412,Samar Cherian,599826.0,16717.92,3
1414,Pallavi Kamdar,567064.0,18627.190000000002,2
1415,Dhriti Rai,724925.0,7249.25,2
1418,Yamini Sahni,695956.0,16466.11,2
1427,Isaac Sarna,527459.0,5274.59,2
1429,Girish Karnik,672258.0,17517.3,4
1436,Abdul Aggarwal,741679.0,17734.3,3
1446,Sanya Butala,538513.0,5385.13,3
1449,Lakshmi Chokshi,575465.0,13018.85,3
1450,Jai Golla,639295.0,6392.950000000001,3
1451,Jeevika Saini,525239.0,11636.18,2
1463,Shravya Majumdar,1002143.0,29868.14,3
1467,Aryan Seshadri,652417.0,16818.07,2
1470,Rachita Madan,778149.0,20640.0,2
1472,Abeer Banik,536366.0,11468.300000000001,2
1473,Samesh Oak,572708.0,7922.36,2
1474,Wakeeta Nazareth,565189.0,5651.889999999999,2
1480,Falguni Gill,511693.0,8243.68,3
1489,Rayaan Chakraborty,509244.0,20369.760000000002,2
1494,Balendra Ramesh,1039386.0,24955.199999999997,3
1498,Yatin Bassi,1190278.0,33244.42,4
1501,Yug Manne,710459.0,19180.7,4
1502,Brinda Kashyap,886255.0,35450.200000000004,3
1504,Kalpit Deshpande,755993.0,22379.300000000003,4
1505,Yochana Dixit,819164.0,32766.559999999998,2
1506,Ekaja Basu,1185374.0,19544.57,3
1512,Tejas Uppal,615480.0,6154.8,2
1516,Widisha Bora,786404.0,17476.73,2
1518,Ishaan Choudhry,864306.0,21357.84,2
1527,Noah Muni,897314.0,27392.210000000003,3
1528,Kai Warrior,1158179.0,23444.690000000002,3
1529,Ansh Bail,574293.0,22971.72,2
1531,Krishna Atwal,558645.0,22345.8,2
1535,Yug Lala,557372.0,5573.72,2
1536,Anthony Garg,543909.0,21756.36,3
1538,Yashica Wali,867543.0,12540.15,3
1541,Azaan Narayanan,508321.0,5083.210000000001,2
1548,Forum Sura,755273.0,7552.73,2
1552,Bahadurjit Sengupta,1028878.0,41155.119999999995,3
1553,Maanas Deshmukh,921147.0,22946.31,4
1554,Nidra Sood,776007.0,20308.14,3
1558,Fariq Dewan,667881.0,21013.14,3
1560,Sanaya Kaul,1074908.0,40195.91,4
1561,Yahvi Shetty,820914.0,32836.56,2
1562,Bishakha Sarna,931733.0,23372.78,4
1563,Ikbal Morar,713249.0,21084.38,3
1564,Om Brar,2152519.0,47871.909999999996,5
1566,Ira De,839619.0,33584.76,2
1567,Bhavani Rajagopal,1233929.0,44007.32,4
1569,Azaan Dora,1054402.0,21546.04,4
1573,Nathan Shroff,759085.0,24860.62,3
1577,Yash Gulati,1024994.0,32287.34,3
1578,Aarnav Munshi,537534.0,10668.66,2
1580,Gaurangi Vasa,770176.0,13587.580000000002,5
1583,Hamsini Kumar,757371.0,21415.47,3
1587,Darpan Kar,1587277.0,36215.29,5
1591,Ojas Mahajan,1338470.0,19209.35,4
1595,Hredhaan Sangha,510281.0,16990.25,2
1604,Jeevika Kata,965075.0,38603.0,2
1607,Ishani Kothari,601297.0,6012.97,2
1614,Saksham Nazareth,646674.0,15556.650000000001,2
1616,Tristan Sule,840929.0,22442.42,2
1618,Varsha Shetty,1316472.0,35389.89,4
1627,Hredhaan Chakrabarti,524679.0,14838.570000000002,2
1629,Advaith Chakrabarti,797265.0,7972.65,2
1636,Rehaan Chaudry,1273621.0,26521.51,5
1637,Nitara Bahri,883243.0,8832.43,2
1641,Lipika Goyal,549465.0,7869.48,2
1644,Maya Seth,660808.0,21486.97,2
1645,Quincy Nagar,995844.0,35740.29000000001,3
1649,Vedant Krishnan,864953.0,29794.49,4
1653,Devansh Thaman,740963.0,29638.520000000004,3
1654,Mahika Bose,586388.0,5863.88,2
1655,Garima Khosla,1174792.0,11747.92,3
1658,Osha Arora,686812.0,19678.449999999997,2
1659,Laban Bhat,1082248.0,29513.86,5
1661,Nihal Sandhu,710770.0,28430.8,2
1665,Udyati Deo,831132.0,19350.66,2
1670,Geetika Vyas,1027527.0,17631.9,3
1673,Janaki Murthy,631769.0,24322.489999999998,3
1677,Omya Babu,861472.0,25207.21,3
1692,Qadim Nazareth,605782.0,19704.91,2
1693,Vyanjana Buch,614929.0,17449.06,4
1696,Laksh Mital,616062.0,6160.620000000001,2
1699,Ronith Kara,696137.0,21033.079999999998,3
1704,Christopher Jhaveri,591456.0,8868.57,3
1705,Mohini Chatterjee,874576.0,31759.36,3
1706,Owen Rattan,640994.0,13200.410000000002,3
1710,Aachal Tiwari,764014.0,30560.56,2
1725,Nisha Khatri,1156831.0,32461.18,3
1729,Amrita Gaba,850671.0,17162.100000000002,4
1732,Victor Kara,787645.0,19298.71,2
1733,Kamala Ganguly,1395519.0,36694.05,4
1741,Yochana Ganesan,501825.0,7555.950000000001,2
1743,Sai Balakrishnan,604571.0,24182.840000000004,2
1744,Chandresh Goswami,658243.0,6582.43,2
1748,Vidhi Dhar,872949.0,20455.17,2
1752,Fariq Sengupta,755630.0,17583.53,2
1754,Chanchal Pai,658469.0,7218.26,3
1756,Anita Naik,544278.0,21771.120000000003,3
1759,Vasatika Kurian,526050.0,12173.25,3
1762,Jhalak Narula,1258433.0,15217.16,5
1765,Dhruv Sandhu,900872.0,36034.880000000005,2
1766,Eesha Kade,751785.0,15797.4,2
1768,Dayita Ganesh,759493.0,25672.15,3
1773,Abha Krishnamurthy,536821.0,15764.17,2
1780,Kamya Brahmbhatt,1728924.0,42833.01,6
1786,Abha Sama,897879.0,35335.83,3
1790,Zashil Dugar,775785.0,12801.69,3
1793,Vedika Oommen,524891.0,20995.64,2
1797,Krishna Iyengar,597807.0,5978.07,2
1801,Laban Natarajan,1100793.0,24204.33,5
1806,Jairaj Hans,745823.0,29832.92,2
1808,Raghav Ray,582607.0,5826.07,2
1809,Liam Bava,1251178.0,35970.7,5
1810,Hemani Hegde,726960.0,11228.04,3
1813,Advik Rama,776489.0,11079.95,3
1815,Suhani Bora,875390.0,15778.85,4
1816,Agastya Sunder,851970.0,19524.84,3
1817,Aishani Deep,965781.0,23877.480000000003,2
1824,Rishi Dash,1080493.0,24093.67,3
1826,Chameli Char,658024.0,25379.86,4
1830,Charvi Sachar,1245331.0,45137.56,6
1832,Imaran Saran,512976.0,7772.970000000001,3
1836,Yug Rege,532345.0,15170.619999999999,2
1838,Waida Banik,612902.0,24516.079999999998,2
1840,David Gulati,547631.0,11130.23,2
1842,Divya Mohan,1116576.0,34581.48,3
1849,Ekta Ranganathan,1249442.0,26882.660000000003,3
1853,Azad Hans,637787.0,12357.29,3
1855,Yatin Doshi,1300609.0,13006.09,3
1856,Turvi Bal,643614.0,25744.56,2
1860,Ijaya Sankaran,574257.0,5742.57,2
1862,Shaurya Raman,567890.0,16006.73,2
1863,Vedika Mane,1022813.0,18905.75,3
1868,Unni Sastry,515642.0,5156.42,2
1870,Anirudh Baria,515789.0,20631.56,2
1872,Gaurang Dixit,951272.0,23466.44,2
1874,Jack Sekhon,566959.0,12658.119999999999,4
1879,Mohammed Nath,596077.0,5960.77,2
1884,Tanvi Krishnan,903071.0,36122.840000000004,3
1886,Girindra Bava,596807.0,5968.070000000001,2
1889,Devika Sura,546818.0,5468.18,2
1891,Vamakshi Dasgupta,1469212.0,27933.88,4
1892,Gautami Bahri,588750.0,5887.5,2
