customer_id,name,total_balance,total_interest,account_count,risk_flag
240,Mohini Bhatnagar,904442.0,22118.84,3,NORMAL
242,Pranav Kade,579639.0,5796.39,3,NORMAL
243,Ati Agarwal,155159.0,6206.360000000001,1,NORMAL
244,Lakshit Lanka,278451.0,2784.51,1,NORMAL
247,Janani Sem,348579.0,8739.0,3,NORMAL
248,Wazir Prasad,248524.0,9940.960000000001,1,NORMAL
249,Chanchal Jani,638850.0,25554.0,4,NORMAL
250,Yug Sem,273602.0,7105.52,2,NORMAL
251,Libni Dalal,677629.0,12184.42,2,NORMAL
252,Wriddhish Pillay,207631.0,2076.31,1,NORMAL
253,Qadim Ben,261209.0,10448.36,2,NORMAL
254,Naksh Borde,460521.0,18420.84,3,NORMAL
255,Vanya Narayan,5489.0,54.89,1,NORMAL
257,Aarna Zacharia,208213.0,8328.52,2,NORMAL
258,Nachiket Patil,655440.0,6554.4,2,NORMAL
259,Yadavi Mohanty,1368706.0,32974.42,6,VIP
261,Aryan Chada,68213.0,2728.52,1,NORMAL
263,Baljiwan Chokshi,300275.0,3002.75,1,NORMAL
264,Hemangini Dewan,403881.0,16155.24,1,NORMAL
265,Meera Nair,111270.0,3487.7700000000004,2,NORMAL
266,Farhan Bir,778138.0,20059.63,2,NORMAL
267,Jatin Sani,418210.0,16728.4,1,NORMAL
268,Reyansh Arya,251397.0,10055.88,2,NORMAL
270,Dalbir Parmar,160964.0,1609.6399999999999,2,NORMAL
271,Umang Badal,973139.0,24712.370000000003,4,NORMAL
272,Agastya Chaudhari,507752.0,16833.350000000002,2,NORMAL
273,Ganga Grover,412613.0,4126.13,2,NORMAL
274,Girish Salvi,1197453.0,24691.08,3,VIP
275,Nitara Saran,784889.0,31395.559999999998,3,NORMAL
276,Anusha Thakkar,429986.0,16747.670000000002,2,NORMAL
277,Kai Hora,1406638.0,29689.39,4,VIP
278,Om Raghavan,537749.0,21509.96,2,NORMAL
279,Pooja Vaidya,17840.0,178.4,1,NORMAL
280,Anmol Kaul,891518.0,16954.61,3,NORMAL
281,Pallavi Ray,1116663.0,44666.52,4,VIP
282,Praneel Dass,204156.0,8166.24,1,NORMAL
283,Nidra Devan,113996.0,4559.84,2,NORMAL
284,Yatin Shetty,717145.0,28685.8,2,NORMAL
286,Champak Balay,482990.0,4829.9,2,NORMAL
288,Laksh Dass,286569.0,2865.69,1,NORMAL
290,Aarav Gokhale,711535.0,21722.95,2,NORMAL
291,Azaan Dugal,348131.0,13925.24,1,NORMAL
292,Tripti Saha,117288.0,1172.88,1,NORMAL
293,Ekavir Mann,145321.0,5812.84,1,NORMAL
294,Yashasvi Ganesan,466686.0,4666.86,1,NORMAL
295,Ekalinga Mane,792888.0,19222.260000000002,2,NORMAL
296,Wahab Chanda,389750.0,3897.5,1,NORMAL
297,Chaman Divan,421620.0,16864.8,1,NORMAL
298,Qabil Trivedi,173925.0,1739.25,1,NORMAL
300,Anita Acharya,801459.0,17219.22,4,NORMAL
302,Yashoda Goel,376951.0,3769.51,1,NORMAL
303,Dhriti De,271403.0,10856.119999999999,3,NORMAL
304,Darika Contractor,458277.0,18331.08,1,NORMAL
305,Nakul Nori,1268036.0,26974.52,4,VIP
306,Darpan Narang,313804.0,12552.16,1,NORMAL
307,Tara Kalla,773226.0,30929.04,2,NORMAL
308,Andrew Bhatia,35934.0,359.34000000000003,1,NORMAL
309,Unnati Bir,155206.0,3949.09,2,NORMAL
310,Nachiket Mand,427168.0,4271.68,1,NORMAL
314,Ira Narayanan,569482.0,5694.82,2,NORMAL
315,Idika More,438709.0,4387.09,2,NORMAL
317,Kala Mitter,371449.0,14857.960000000001,2,NORMAL
318,Rohan Kant,348794.0,7119.59,2,NORMAL
319,Aashi Suresh,229445.0,4475.6900000000005,2,NORMAL
320,Jatin Mohan,444055.0,17762.2,2,NORMAL
321,Sneha Bhandari,439476.0,4394.76,1,NORMAL
322,Maanav Bala,956983.0,24228.1,2,NORMAL
323,Vincent Kulkarni,176170.0,1761.7,1,NORMAL
324,Lakshmi Iyengar,849976.0,33999.04,2,NORMAL
325,Dalaja Narain,76876.0,3075.04,1,NORMAL
326,Frederick Johal,92314.0,3692.56,1,NORMAL
327,Parth Jha,332492.0,3324.92,1,NORMAL
328,Ekani Walia,223665.0,2236.65,1,NORMAL
330,Yochana Gera,817347.0,19611.36,3,NORMAL
331,Unni Master,249045.0,9961.800000000001,2,NORMAL
333,Urmi Dyal,533968.0,11888.650000000001,2,NORMAL
334,Sanya Chaudhari,850051.0,20855.86,2,NORMAL
335,Chameli Upadhyay,491890.0,18907.48,3,NORMAL
336,Yashica Sarkar,408292.0,4082.92,1,NORMAL
337,Bhavini Gara,19709.0,788.36,1,NORMAL
338,Ojasvi Sidhu,254194.0,10167.76,1,NORMAL
343,Damyanti Sane,834844.0,31225.210000000003,3,NORMAL
344,Rehaan Sama,254025.0,2540.25,1,NORMAL
345,Inaya Bahl,666694.0,10535.29,4,NORMAL
346,Raksha Mukherjee,419254.0,4192.54,1,NORMAL
349,Warinder Ganesan,262458.0,2624.58,1,NORMAL
350,Lucky Kumer,713056.0,26210.559999999998,3,NORMAL
351,Vasatika Shukla,176291.0,7051.639999999999,2,NORMAL
352,Vedhika Varughese,871356.0,23821.230000000003,3,NORMAL
353,Arunima Ranganathan,317771.0,11215.43,2,NORMAL
354,Adweta Karan,60982.0,1250.35,2,NORMAL
355,Samar Deshmukh,263756.0,2637.56,1,NORMAL
356,Yadavi Ratta,168882.0,6755.280000000001,2,NORMAL
357,Naveen Ram,95949.0,959.49,1,NORMAL
358,Ganga Rau,889075.0,8890.75,2,NORMAL
359,Onkar Deo,75656.0,756.5600000000001,1,NORMAL
360,Aishani Narula,224006.0,2240.06,2,NORMAL
362,Omya Chad,438656.0,4386.56,1,NORMAL
363,Azaan Gara,525254.0,17778.410000000003,3,NORMAL
364,Tanay Wali,165929.0,2978.84,2,NORMAL
365,Anjali Contractor,422999.0,16919.96,2,NORMAL
366,Neha Sarma,431196.0,4311.96,1,NORMAL
367,Jyoti Bhagat,247878.0,8101.14,2,NORMAL
368,Yuvraj Saxena,412119.0,16484.760000000002,1,NORMAL
369,Radhika Dutta,113492.0,4539.68,1,NORMAL
370,Jacob Sule,418989.0,16759.56,1,NORMAL
373,Ranveer Varghese,280571.0,11222.84,1,NORMAL
374,Ekalinga Gulati,173995.0,1739.95,1,NORMAL
375,Girindra Bhatnagar,317380.0,12695.2,1,NORMAL
376,Ubika Swamy,661760.0,26470.4,4,NORMAL
377,Harini Khanna,1110886.0,34107.37,3,VIP
378,Adweta Koshy,39949.0,1597.96,1,NORMAL
379,Vyanjana Lal,400156.0,4001.56,1,NORMAL
381,Chaitanya Prabhu,859324.0,20080.06,2,NORMAL
383,Girindra Ravi,45730.0,1829.2,1,NORMAL
387,Mahika Om,497150.0,8009.3,2,NORMAL
388,Yutika Master,478668.0,12451.41,2,NORMAL
389,Eesha Bhavsar,378996.0,4115.22,2,NORMAL
391,Meera Puri,533932.0,15457.45,3,NORMAL
393,Upadhriti Mangal,449646.0,17985.84,1,NORMAL
394,Gagan Singh,332728.0,13309.12,1,NORMAL
395,Yuvraj Nath,600099.0,24003.96,2,NORMAL
396,Abeer Viswanathan,686279.0,21403.64,2,NORMAL
397,Samar Mohanty,331710.0,13268.4,1,NORMAL
399,Madhav Munshi,411084.0,4110.84,1,NORMAL
401,Pranav Seshadri,1318731.0,35008.439999999995,4,VIP
403,Samesh Magar,937677.0,19176.57,3,NORMAL
406,Theodore Ganesh,90422.0,3616.88,1,NORMAL
407,Dev Ahuja,269859.0,10794.36,2,NORMAL
408,Arunima Dutt,188198.0,7527.92,1,NORMAL
409,Oni Bedi,260736.0,7406.55,2,NORMAL
410,Damini Mukhopadhyay,1259309.0,29959.97,4,VIP
411,Pranit Gala,1064471.0,11425.4,4,VIP
412,Mekhala Talwar,467774.0,4677.74,1,NORMAL
413,Ikbal Bajwa,1145815.0,11458.150000000001,4,VIP
414,Patrick Mani,107272.0,4290.88,1,NORMAL
416,Ladli Kota,166924.0,6676.96,1,NORMAL
417,Veda Goda,338231.0,3382.31,1,NORMAL
419,Abeer Kaur,383976.0,3839.76,1,NORMAL
420,Amaira Bhatti,374606.0,13481.18,2,NORMAL
421,David Kothari,177506.0,7100.24,1,NORMAL
422,Shravya Memon,851331.0,23693.100000000002,4,NORMAL
424,Jatin Bal,111996.0,4479.84,1,NORMAL
425,Aarnav Bhagat,659962.0,14998.210000000001,2,NORMAL
426,Darpan Gandhi,566940.0,13704.060000000001,2,NORMAL
427,Warda Naik,264378.0,10575.12,1,NORMAL
428,Zehaan Bora,109087.0,4363.4800000000005,1,NORMAL
429,Mugdha Ghosh,1393675.0,27651.4,4,VIP
430,Mohammed Shetty,309935.0,12397.4,1,NORMAL
432,Ridhi Samra,392459.0,6830.8099999999995,2,NORMAL
435,Megha Rajagopalan,736984.0,9743.5,3,NORMAL
436,Krish Gupta,713324.0,7133.24,2,NORMAL
437,Daksha Pai,302005.0,3020.05,1,NORMAL
438,Ekiya Grover,1069896.0,20314.95,5,VIP
439,Balveer Trivedi,965171.0,38606.840000000004,4,NORMAL
440,Yashasvi Kale,440121.0,4401.21,1,NORMAL
441,Jason Varughese,483730.0,19349.2,3,NORMAL
442,Nihal Sengupta,1096212.0,31473.39,4,VIP
445,Vivaan Kar,210743.0,8429.72,1,NORMAL
446,Nathan Singhal,555423.0,5554.23,3,NORMAL
447,Riya Swaminathan,305205.0,6058.77,2,NORMAL
449,Bina Dara,314878.0,3148.78,1,NORMAL
450,Ekansh Bakshi,285036.0,11401.44,3,NORMAL
451,Dominic Pall,111208.0,4448.320000000001,2,NORMAL
452,Tanay Tella,232981.0,2329.81,1,NORMAL
454,Owen Sankaran,479325.0,4793.25,2,NORMAL
455,Nihal Bajwa,427791.0,4277.91,2,NORMAL
456,Ojasvi Chadha,410135.0,16405.4,2,NORMAL
457,Brinda Ganesh,466156.0,4661.56,2,NORMAL
458,Laban Sankar,698702.0,6987.02,2,NORMAL
460,Lohit Chaudhari,159993.0,1599.93,1,NORMAL
462,Zilmil Dyal,1218366.0,35970.630000000005,3,VIP
463,Max Mammen,167626.0,1676.26,1,NORMAL
464,Irya Krishnamurthy,169262.0,6770.4800000000005,1,NORMAL
465,Omisha Radhakrishnan,690706.0,17780.260000000002,2,NORMAL
467,Radha Kala,27554.0,275.54,1,NORMAL
468,Nirja Nanda,633617.0,19381.399999999998,2,NORMAL
469,Aarnav Koshy,1325131.0,33450.85,4,VIP
471,Chatura Peri,83335.0,3333.4,1,NORMAL
472,Vasudha Dey,406833.0,16273.32,2,NORMAL
473,Vihaan Parmar,549853.0,21994.12,2,NORMAL
474,Samesh Agrawal,165744.0,1657.44,1,NORMAL
475,Bhavika Ray,1006700.0,30858.53,3,VIP
476,Arjun Dyal,999973.0,16096.24,4,NORMAL
477,Raksha Raman,378057.0,3780.57,1,NORMAL
478,Aarna Verma,956245.0,32734.629999999997,3,NORMAL
479,Barkha Tiwari,362655.0,14506.2,2,NORMAL
480,Champak Panchal,254422.0,2544.2200000000003,1,NORMAL
481,Triya Sandal,311005.0,3110.05,1,NORMAL
482,Luke Kalla,276095.0,11043.800000000001,1,NORMAL
483,Lajita Shankar,267686.0,2676.8599999999997,2,NORMAL
484,Jason Nagarajan,466011.0,17466.420000000002,2,NORMAL
485,Vasana Morar,440456.0,4404.56,1,NORMAL
486,Triveni Pau,132902.0,1329.02,1,NORMAL
487,Tarak Pillai,378532.0,3785.32,1,NORMAL
488,Jason Tripathi,856522.0,21442.09,3,NORMAL
489,Amaira Aggarwal,641153.0,18774.170000000002,2,NORMAL
491,Baghyawati Sridhar,576193.0,13371.460000000001,2,NORMAL
492,Vincent Mander,604339.0,14735.56,2,NORMAL
494,Arjun Banik,48491.0,484.91,1,NORMAL
495,Thomas Cheema,591426.0,23657.04,2,NORMAL
496,Tanish Dhillon,973676.0,16376.75,3,NORMAL
497,Benjamin Kapur,461896.0,18475.84,1,NORMAL
498,Jonathan Zacharia,172451.0,1724.51,1,NORMAL
499,Teerth Mukhopadhyay,436098.0,14534.58,3,NORMAL
500,Ikbal Das,210183.0,2101.83,1,NORMAL
501,Lucky Chauhan,200312.0,2003.1200000000001,1,NORMAL
502,Dhriti Sami,405570.0,16222.800000000001,1,NORMAL
503,Nidhi Goyal,389889.0,3898.89,1,NORMAL
504,Aarna Bahl,657681.0,14615.01,2,NORMAL
506,Ekanta Bobal,514802.0,20592.08,2,NORMAL
507,George Malhotra,513431.0,20537.239999999998,2,NORMAL
508,Bakhshi Sankar,646853.0,14088.23,2,NORMAL
509,Laksh Ram,797406.0,18525.87,2,NORMAL
510,Indira Rana,1035233.0,24275.45,3,VIP
511,Yashodhara Sahota,422576.0,5860.52,2,NORMAL
513,Tripti Roy,776363.0,31054.52,3,NORMAL
514,Elijah Badal,358043.0,14321.720000000001,1,NORMAL
515,Pushti Rajagopalan,540245.0,5402.450000000001,2,NORMAL
516,Orinder Ray,185372.0,7414.88,2,NORMAL
517,Falan Dixit,500436.0,19663.83,3,NORMAL
518,Harinakshi Mane,950393.0,22034.33,3,NORMAL
519,Idika Madan,150510.0,6020.400000000001,1,NORMAL
520,Lakshit Ganesan,370666.0,8837.23,3,NORMAL
521,Bhanumati Sood,228442.0,2284.42,1,NORMAL
522,Wazir Virk,427599.0,17103.96,2,NORMAL
524,Devansh Chandran,543075.0,5430.75,2,NORMAL
527,Timothy Lalla,639082.0,19096.660000000003,3,NORMAL
529,Bishakha Mani,689688.0,21666.300000000003,3,NORMAL
530,Oeshi Divan,852204.0,23173.710000000003,2,NORMAL
531,Robert Andra,258233.0,10329.32,2,NORMAL
532,Aarnav De,85160.0,3406.4,1,NORMAL
533,Warda Guha,472181.0,18887.24,2,NORMAL
534,Jhalak Randhawa,494805.0,19792.2,2,NORMAL
535,Zaitra Nagar,592998.0,9879.93,4,NORMAL
536,Deepa Ramakrishnan,299356.0,11974.24,1,NORMAL
537,Isaiah Yohannan,666836.0,26673.440000000002,2,NORMAL
538,Dhriti Radhakrishnan,301113.0,12044.52,1,NORMAL
540,Yashvi Mani,711037.0,15290.89,2,NORMAL
542,Guneet Mutti,186041.0,1860.41,1,NORMAL
543,Teerth Madan,259119.0,10364.76,1,NORMAL
544,Farhan Venkatesh,801249.0,8012.490000000001,2,NORMAL
545,Ishita Bora,73884.0,2955.36,1,NORMAL
546,Yash Kashyap,349166.0,3491.66,1,NORMAL
547,Abdul Parekh,343797.0,3437.9700000000003,2,NORMAL
549,Isaiah Balakrishnan,473351.0,4733.51,3,NORMAL
552,Laksh Kakar,541263.0,11469.45,2,NORMAL
553,Simon Vohra,731263.0,14360.56,2,NORMAL
554,Karan Yogi,1033983.0,23323.35,3,VIP
555,Bhavani Chawla,59892.0,2395.68,1,NORMAL
556,Dalaja Mahajan,302307.0,12092.279999999999,2,NORMAL
557,Vedant Sachar,213935.0,2139.35,1,NORMAL
558,Bishakha Nayak,346375.0,10816.84,2,NORMAL
559,Bishakha Dutta,434094.0,17363.760000000002,1,NORMAL
561,Vritti Puri,63396.0,2535.84,1,NORMAL
563,Eesha Chana,1003528.0,13866.52,3,VIP
564,Triveni Chand,595086.0,5950.860000000001,2,NORMAL
565,Isaac Badal,348759.0,3487.59,1,NORMAL
567,Gagan Vohra,399382.0,3993.82,1,NORMAL
568,Ekantika Barad,287076.0,2870.76,1,NORMAL
569,Manthan Sarkar,572065.0,22882.6,2,NORMAL
571,Warjas Rout,296415.0,11856.6,1,NORMAL
572,Advaith Doshi,239289.0,9571.56,1,NORMAL
573,Nandini Mishra,21082.0,210.82,1,NORMAL
575,Tarak Chokshi,906486.0,21597.660000000003,2,NORMAL
577,Champak Sarraf,672855.0,26914.2,2,NORMAL
578,Adya Ramaswamy,427913.0,4279.13,2,NORMAL
579,Eta Yadav,328562.0,3285.62,1,NORMAL
580,Balvan Comar,868229.0,8682.29,3,NORMAL
581,Yasti Prasad,236495.0,9459.800000000001,1,NORMAL
582,Robert Gopal,198396.0,7935.84,1,NORMAL
583,Karan Pandey,525258.0,19625.789999999997,2,NORMAL
585,Wahab Sarkar,54560.0,545.6,1,NORMAL
590,Qadim Dar,81891.0,818.91,1,NORMAL
593,Saksham Bhattacharyya,464027.0,18561.08,1,NORMAL
594,Neel Gera,449703.0,17988.12,1,NORMAL
595,Yasti Mahajan,377508.0,3775.08,1,NORMAL
596,Bachittar Palla,23037.0,921.48,1,NORMAL
597,Hitesh Memon,106784.0,4271.36,1,NORMAL
598,Chakradhar Shere,684485.0,6844.85,2,NORMAL
599,Amruta Morar,39902.0,399.02,1,NORMAL
600,Abha Narayanan,770512.0,9327.37,3,NORMAL
601,Jatin Hora,703741.0,28149.64,2,NORMAL
603,Oviya Thaker,173114.0,6924.56,1,NORMAL
607,Netra Ramesh,1285860.0,36927.03,4,VIP
608,Yadavi Narula,13504.0,135.04,1,NORMAL
610,Upkaar Soman,218744.0,2187.44,1,NORMAL
